Store,StoreType,Assortment,State,Sales,Customers,SalesPerCustomer,CompetitionDistance,PromoUsage,Promo2,Cluster_3,Cluster_5
21,c,c,BW,4522.041401273886,425.916135881104,10.617210808224062,550.0,0.3821656050955414,1.0,0,0
22,a,a,BY,3695.9182058047495,411.7796833773087,8.975474883782027,1040.0,0.37730870712401055,1.0,0,4
23,d,a,RP,4565.073248407643,398.9575371549894,11.442504084423843,4060.0,0.3821656050955414,0.0,0,2
24,a,c,NW,7741.665605095542,690.8704883227176,11.205668408113093,4590.0,0.3821656050955414,1.0,0,0
25,c,a,NW,8839.998938428875,1248.3938428874735,7.081097835265186,430.0,0.3821656050955414,0.0,2,3
26,d,a,TH,5538.498938428875,461.6231422505308,11.99787972376618,2300.0,0.3821656050955414,0.0,0,2
27,a,a,NW,7804.16135881104,888.7866242038217,8.780691727670899,60.0,0.3821656050955414,1.0,2,0
28,a,a,ST,4330.823779193206,475.79193205944796,9.10234807985792,1200.0,0.3821656050955414,1.0,0,0
29,d,c,NW,6090.4033970276005,540.5870488322718,11.2662769302068,2170.0,0.3821656050955414,0.0,2,2
30,a,a,NW,4367.352441613588,641.0063694267516,6.813274641122969,50.0,0.3821656050955414,1.0,2,0
31,d,c,SH,4879.132696390659,487.75371549893845,10.003271202966936,9800.0,0.3821656050955414,0.0,1,2
32,a,a,BY,3332.608179419525,390.94063324538257,8.52458889155106,2910.0,0.37730870712401055,1.0,0,4
33,a,c,NW,6976.813163481953,691.5976645435244,10.087965187226107,1320.0,0.3821656050955414,0.0,2,2
34,c,a,BE,6684.37898089172,826.828025477707,8.084364311465812,2240.0,0.3821656050955414,0.0,2,2
35,d,c,NW,7981.25796178344,603.3980891719746,13.227184681237366,7660.0,0.3821656050955414,1.0,0,0
36,a,c,BY,7683.6187335092345,894.6939313984169,8.58798575005382,540.0,0.37730870712401055,1.0,0,4
37,c,a,ST,5890.714437367304,646.7632696390658,9.107991615934976,4230.0,0.3821656050955414,0.0,2,2
38,d,a,NW,4965.623142250531,442.71125265392783,11.21639242843509,1090.0,0.3821656050955414,0.0,2,2
39,a,a,NW,4012.9012738853503,520.6698513800425,7.707189619773646,260.0,0.3821656050955414,1.0,0,0
40,a,a,NW,4038.444798301486,546.8418259023355,7.385032759039068,180.0,0.3821656050955414,1.0,0,0
41,d,c,BY,4377.845646437995,326.5580474934037,13.406025911905985,1180.0,0.37730870712401055,1.0,0,4
42,a,c,NW,8394.08067940552,909.7006369426751,9.227299991364603,290.0,0.3821656050955414,1.0,2,0
43,d,a,NW,5642.303609341826,504.5796178343949,11.182186933269374,4880.0,0.3821656050955414,1.0,0,0
44,a,a,BE,4559.6008492569,532.7027600849257,8.559371549961538,540.0,0.3821656050955414,0.0,2,2
45,d,a,RP,4422.991507430997,343.5053078556263,12.876049965696485,9710.0,0.3821656050955414,0.0,1,1
46,c,a,BY,4391.985488126649,541.9947229551451,8.103373154963586,1200.0,0.37730870712401055,1.0,0,4
47,a,c,HH,5946.666666666667,766.2314225053078,7.760927693650508,270.0,0.3821656050955414,1.0,2,0
48,a,a,HH,3274.9617834394903,357.2388535031847,9.167428882173072,1060.0,0.3821656050955414,0.0,2,2
49,d,c,BW,6023.532908704883,438.57430997876855,13.734349622522311,18010.0,0.3821656050955414,0.0,1,1
50,d,a,RP,3519.6167728237792,296.7144373673036,11.861966691114649,6260.0,0.3821656050955414,0.0,1,2
51,a,c,BY,5477.609498680738,407.8179419525066,13.431506893629134,10570.0,0.37730870712401055,1.0,0,4
52,d,c,BY,6075.598944591029,413.1609498680739,14.705162592280379,450.0,0.37730870712401055,1.0,0,4
53,a,c,SH,4381.750530785563,471.656050955414,9.29013954535224,30360.0,0.3821656050955414,0.0,1,1
54,d,c,ST,6589.612526539278,608.7324840764331,10.82513698367357,7170.0,0.3821656050955414,1.0,0,0
55,a,a,SN,3808.08067940552,462.8365180467091,8.227701425714233,720.0,0.3821656050955414,0.0,2,2
56,d,c,HE,6070.371549893843,420.29617834394907,14.443080529098122,6620.0,0.3821656050955414,1.0,0,0
57,d,c,SN,8503.14331210191,808.0265392781316,10.523346571881639,420.0,0.3821656050955414,0.0,2,2
58,a,c,BY,5207.687335092348,421.7559366754617,12.347632557688517,7340.0,0.37730870712401055,1.0,0,4
59,a,c,TH,4566.906581740976,468.21656050955414,9.753833945494943,2840.0,0.3821656050955414,1.0,0,0
60,d,c,SN,6646.091295116773,590.7738853503184,11.249805483828654,5540.0,0.3821656050955414,0.0,2,2
61,a,c,BW,3894.9023354564756,471.59341825902334,8.25902606918317,350.0,0.3821656050955414,1.0,0,0
62,a,a,NW,5378.462845010616,593.7462845010616,9.05852042430928,2050.0,0.3821656050955414,0.0,2,2
63,c,c,SH,5789.605095541401,531.6985138004246,10.888887114163639,3700.0,0.3821656050955414,1.0,0,0
64,d,c,NW,8537.43949044586,655.6613588110404,13.021111242436852,22560.0,0.3821656050955414,1.0,1,1
65,a,c,ST,4233.607218683652,377.4968152866242,11.214948172394982,13840.0,0.3821656050955414,1.0,0,0
66,d,a,BW,5043.373673036093,432.2632696390658,11.667365763570993,7660.0,0.3821656050955414,1.0,0,0
67,a,c,BW,6457.2791932059445,658.4893842887474,9.806200900536355,410.0,0.3821656050955414,0.0,2,2
68,a,c,SH,6294.404458598726,958.5148619957537,6.566830320703583,250.0,0.3821656050955414,1.0,2,0
69,c,c,HE,7804.238853503185,981.2356687898089,7.953480597712491,1130.0,0.3821656050955414,1.0,2,3
70,c,c,"HB,NI",5485.6454352441615,563.7515923566879,9.730607433519003,4840.0,0.3821656050955414,0.0,2,2
71,a,a,NW,7488.2271762208065,617.676220806794,12.123223986896988,17500.0,0.3821656050955414,1.0,1,1
72,a,a,BY,3632.8179419525068,390.287598944591,9.308053732110142,2200.0,0.37730870712401055,1.0,0,4
73,a,c,SH,3809.2898089171977,411.2547770700637,9.262603187386746,1650.0,0.3821656050955414,0.0,2,2
74,a,a,NW,5154.081740976645,703.6910828025477,7.324352783397221,330.0,0.3821656050955414,0.0,2,2
75,d,c,SH,5013.150743099788,534.4352441613588,9.38027721387738,22440.0,0.3821656050955414,0.0,1,1
76,d,c,BY,7389.473614775726,762.802110817942,9.687274733485067,19960.0,0.37730870712401055,0.0,1,1
77,d,c,HE,6318.877919320595,549.5467091295117,11.498345480641255,1090.0,0.3821656050955414,1.0,0,0
78,a,a,ST,3078.1624203821657,409.755838641189,7.512186844218762,3510.0,0.3821656050955414,1.0,0,0
79,a,a,BW,4515.376857749469,462.31316348195327,9.766922541727995,3320.0,0.3821656050955414,0.0,2,2
80,d,a,RP,6298.383227176221,477.77494692144376,13.18274067688151,7910.0,0.3821656050955414,0.0,1,1
81,a,a,BY,5732.31926121372,460.754617414248,12.441154238200497,2370.0,0.37730870712401055,1.0,0,4
82,a,a,NW,7447.302547770701,693.4585987261147,10.739361457845378,22390.0,0.3821656050955414,1.0,1,1
83,a,a,NW,3214.992569002123,285.9968152866242,11.241357935332523,2710.0,0.3821656050955414,0.0,0,2
84,a,c,NW,10541.98619957537,1150.9065817409767,9.159723618600308,11810.0,0.3821656050955414,0.0,2,3
85,b,a,BE,7272.454352441614,1015.4012738853503,7.162148147218843,1870.0,0.3821656050955414,0.0,2,3
86,a,a,NW,3877.629511677282,499.6380042462845,7.760877832995863,480.0,0.3821656050955414,1.0,0,0
87,a,a,BE,4881.408704883227,613.7569002123142,7.953325988179722,560.0,0.3821656050955414,0.0,2,2
88,a,a,ST,4988.384288747346,507.98619957537153,9.819920881545924,10690.0,0.3821656050955414,0.0,1,2
89,a,a,BY,4899.96437994723,512.1860158311346,9.56676720662894,2380.0,0.37730870712401055,1.0,0,4
90,a,a,NW,6950.03821656051,873.0286624203821,7.960836242526383,330.0,0.3821656050955414,0.0,2,2
91,c,a,BW,4591.193205944798,507.04670912951167,9.054773698910052,2410.0,0.3821656050955414,1.0,0,0
92,c,a,NW,4959.041401273886,452.39702760084924,10.961701997850563,240.0,0.3821656050955414,1.0,0,0
93,a,a,NW,4932.985138004246,499.11783439490443,9.883407880995984,16690.0,0.3821656050955414,1.0,1,1
94,d,c,NW,5888.928874734607,529.375796178344,11.124288109218082,14620.0,0.3821656050955414,0.0,1,1
95,a,a,SN,6322.249469214437,698.6210191082803,9.049612445506085,1890.0,0.3821656050955414,0.0,2,2
96,a,a,SN,4286.595541401274,449.43099787685776,9.537827968367646,8780.0,0.3821656050955414,1.0,0,0
97,d,c,SN,5550.58280254777,570.3694267515923,9.73155737704918,8980.0,0.3821656050955414,0.0,1,2
98,d,c,NW,4225.673036093418,373.4447983014862,11.315388660687637,15140.0,0.3821656050955414,1.0,1,1
99,c,c,BY,4210.005277044855,381.99736147757255,11.0210323462981,2030.0,0.37730870712401055,1.0,0,4
100,d,a,BY,6360.138522427441,548.61345646438,11.593114327556396,17930.0,0.37730870712401055,0.0,1,4
101,d,c,SH,6216.968152866242,646.8046709129512,9.611817032939978,2440.0,0.3821656050955414,1.0,0,0
102,a,a,NW,5778.962845010616,858.5647558386412,6.73095745627918,150.0,0.3821656050955414,1.0,2,0
103,d,c,BE,3138.917197452229,282.4203821656051,11.114343707713125,5210.0,0.3821656050955414,0.0,0,2
104,a,a,BE,8428.030785562632,1092.2547770700637,7.716176630667195,390.0,0.3821656050955414,0.0,2,3
105,a,c,BW,3549.7091295116775,412.2579617834395,8.610407702389873,6190.0,0.3821656050955414,1.0,0,0
106,a,a,BE,7111.9819532908705,679.2749469214438,10.469960633059166,1390.0,0.3821656050955414,0.0,2,2
107,a,a,"HB,NI",6106.036093418259,795.0785562632697,7.679789682815195,1930.0,0.3821656050955414,0.0,2,2
108,d,c,BY,9040.44327176781,696.4934036939314,12.979940978365047,2190.0,0.37730870712401055,0.0,0,4
109,a,c,SH,5380.074309978769,617.8588110403397,8.707611211240794,3300.0,0.3821656050955414,0.0,2,2
110,a,c,SH,3773.8779193205946,488.9087048832272,7.718982872726642,36410.0,0.3821656050955414,0.0,1,1
111,d,c,HE,5614.366242038216,495.5244161358811,11.330150562144375,7890.0,0.3821656050955414,1.0,0,0
112,a,a,"HB,NI",5184.594479830149,645.8375796178344,8.02770641327199,1630.0,0.3821656050955414,0.0,2,2
113,d,c,BY,5907.4221635883905,573.8430079155672,10.29449184202238,20930.0,0.37730870712401055,0.0,1,1
114,c,a,TH,4449.790870488323,506.12526539278133,8.7918765861946,4510.0,0.3821656050955414,1.0,0,0
115,d,c,BY,6049.064643799472,452.99736147757255,13.353421362254348,5740.0,0.37730870712401055,1.0,0,4
116,a,a,BE,6063.30042462845,630.2632696390658,9.620266191461122,680.0,0.3821656050955414,0.0,2,2
117,a,a,NW,3210.2377919320593,406.9203821656051,7.889105418724352,3450.0,0.3821656050955414,0.0,2,2
118,d,c,SH,6459.855626326964,560.8036093418259,11.518926623722024,3580.0,0.3821656050955414,0.0,2,2
119,a,c,SH,4997.863057324841,553.4309978768578,9.030688697413549,2100.0,0.3821656050955414,0.0,2,2
120,d,a,HE,5894.8938428874735,529.119957537155,11.140940270569047,2290.0,0.3821656050955414,1.0,0,0
121,a,a,SN,3687.339702760085,417.41825902335455,8.833680901711054,3570.0,0.3821656050955414,1.0,0,0
122,a,c,SH,6071.001061571125,745.7494692144373,8.140805072199699,36410.0,0.3821656050955414,0.0,1,1
123,a,a,ST,6808.996815286624,782.4936305732484,8.701664204344269,16760.0,0.3821656050955414,0.0,1,1
124,a,a,NW,3658.6093418259024,434.7208067940552,8.415997772931842,1410.0,0.3821656050955414,0.0,2,2
125,a,a,BE,9801.365180467092,1309.316348195329,7.485864813325377,760.0,0.3821656050955414,0.0,2,3
126,d,a,NW,5299.127388535032,449.71337579617835,11.783343955810494,3370.0,0.3821656050955414,1.0,0,0
127,d,a,BY,4305.23746701847,542.2467018469657,7.939628682579807,1350.0,0.37730870712401055,1.0,0,4
128,d,c,HE,6180.414012738854,493.0435244161359,12.53523006930823,2000.0,0.3821656050955414,1.0,0,0
129,a,a,BY,7552.138522427441,956.3562005277045,7.8967841880047125,2460.0,0.37730870712401055,1.0,0,4
130,c,a,HE,4245.806794055202,475.68471337579615,8.925674243185039,900.0,0.3821656050955414,1.0,0,0
131,c,a,NW,4362.569002123142,462.187898089172,9.43895117150266,920.0,0.3821656050955414,0.0,2,2
132,d,c,BY,5155.916886543536,477.910290237467,10.78846175080606,1040.0,0.37730870712401055,1.0,0,4
133,a,a,TH,5369.201698513801,629.9394904458599,8.523361021093592,270.0,0.3821656050955414,1.0,0,0
134,a,a,BE,3933.2261146496817,411.63906581740974,9.555036052856893,1200.0,0.3821656050955414,0.0,2,2
135,d,a,HE,4935.071125265393,447.52547770700636,11.027464068752684,5190.0,0.3821656050955414,1.0,0,0
136,a,c,BY,4504.017150395778,347.910290237467,12.945915302825767,2200.0,0.37730870712401055,1.0,0,4
137,a,a,BY,6790.288918205805,785.5263852242743,8.6442531351345,1730.0,0.37730870712401055,1.0,0,4
138,a,c,SN,6070.295116772823,591.5774946921443,10.2612002167726,25360.0,0.3821656050955414,0.0,1,1
139,a,a,BY,5304.35488126649,421.62664907651714,12.580691692246075,1700.0,0.37730870712401055,1.0,0,4
140,a,c,HE,6192.492569002123,798.9182590233546,7.751096559705864,1090.0,0.3821656050955414,1.0,2,0
141,c,c,BW,4570.229299363057,504.71868365180467,9.055003207521375,1540.0,0.3821656050955414,1.0,0,0
142,a,a,NW,3807.3131634819533,470.32377919320595,8.095089663578191,1090.0,0.3821656050955414,0.0,2,2
143,d,a,RP,5222.075371549894,481.328025477707,10.849306699661014,2930.0,0.3821656050955414,0.0,2,2
144,a,c,BY,6357.638522427441,600.9973614775726,10.578479923434221,16570.0,0.37730870712401055,0.0,1,4
145,a,a,BY,6691.419525065963,1016.9050131926122,6.580181470497422,280.0,0.37730870712401055,1.0,2,4
146,d,c,NW,6460.231422505308,580.8779193205945,11.121495941972304,8050.0,0.3821656050955414,1.0,0,0
147,d,c,NW,6790.790870488323,727.4108280254777,9.335564730211129,8540.0,0.3821656050955414,0.0,2,2
148,a,a,BE,7189.967091295117,682.0276008492569,10.542047099475461,2090.0,0.3821656050955414,0.0,2,2
149,d,a,BY,4568.568601583113,398.98153034300793,11.450576666181702,2610.0,0.37730870712401055,1.0,0,4
150,c,c,SH,7003.785562632696,682.7929936305733,10.257553355068712,31830.0,0.3821656050955414,0.0,1,1
151,d,c,ST,5593.944798301486,539.8789808917197,10.361479139384073,4360.0,0.3821656050955414,0.0,2,2
152,a,a,NW,4582.984076433121,513.8779193205945,8.918429658336656,1780.0,0.3821656050955414,0.0,2,2
153,a,a,NW,5842.24203821656,524.1953290870488,11.145162335558291,16240.0,0.3821656050955414,1.0,1,1
154,d,c,HE,7234.470276008493,611.3938428874735,11.832749642753583,16420.0,0.3821656050955414,0.0,1,1
155,d,a,BY,5660.302110817942,542.7071240105541,10.429754577365498,3050.0,0.37730870712401055,1.0,0,4
156,a,a,TH,5774.69957537155,591.5806794055202,9.761474261083965,2020.0,0.3821656050955414,1.0,0,0
157,a,c,NW,8032.6029723991505,818.5541401273886,9.813160276911026,2950.0,0.3821656050955414,0.0,2,2
158,d,c,RP,6745.4331210191085,430.0084925690021,15.686743954101535,11840.0,0.3821656050955414,1.0,0,1
159,d,a,BY,6368.579155672824,572.0197889182058,11.133494468289241,8530.0,0.37730870712401055,0.0,0,4
160,d,c,HE,4751.214437367304,463.6125265392781,10.248244310466818,17110.0,0.3821656050955414,0.0,1,1
161,a,c,NW,5997.636942675159,677.463906581741,8.85307229566997,2970.0,0.3821656050955414,0.0,2,2
162,d,c,HE,6440.335456475584,460.71974522292993,13.978857045424173,5340.0,0.3821656050955414,1.0,0,0
163,a,a,BE,6074.507430997877,724.7462845010616,8.38156408787906,1480.0,0.3821656050955414,0.0,2,2
164,a,a,BY,5104.176781002639,520.6187335092349,9.804059002252748,1160.0,0.37730870712401055,1.0,0,4
165,a,a,BY,3279.7242744063324,346.82189973614777,9.456508591013005,3720.0,0.37730870712401055,1.0,0,4
166,a,c,NW,4812.306794055202,675.8513800424629,7.120362458611612,100.0,0.3821656050955414,1.0,2,0
167,a,a,ST,7665.059447983015,873.71974522293,8.77290400027216,140.0,0.3821656050955414,0.0,2,2
168,a,a,BW,6200.326963906582,603.160297239915,10.279733252137978,12540.0,0.3821656050955414,0.0,1,1
169,d,a,NW,5860.232484076433,559.3885350318471,10.476139779559118,980.0,0.3821656050955414,1.0,0,0
170,a,a,NW,4142.627388535032,449.671974522293,9.212554091092587,1070.0,0.3821656050955414,1.0,0,0
171,a,a,NW,6968.008492569003,717.1804670912951,9.71583696475938,2640.0,0.3821656050955414,0.0,2,2
172,a,a,BY,5729.023746701847,713.0039577836411,8.035051817258358,110.0,0.37730870712401055,1.0,0,4
173,a,a,BE,6851.912951167728,837.7123142250531,8.179315064153334,350.0,0.3821656050955414,0.0,2,2
174,a,a,BY,4871.408970976253,393.4868073878628,12.380107489028138,13090.0,0.37730870712401055,1.0,0,4
175,c,a,HH,4814.316348195329,574.8566878980891,8.374811408732906,4130.0,0.3821656050955414,0.0,2,2
176,a,a,NW,4364.861995753716,522.640127388535,8.351563087135178,3770.0,0.3821656050955414,0.0,2,2
177,a,a,ST,3307.2133757961783,401.8216560509554,8.23055035982627,1250.0,0.3821656050955414,1.0,0,0
178,d,a,SN,8327.75796178344,764.7356687898089,10.88972085604701,1710.0,0.3821656050955414,0.0,2,2
179,a,c,NW,6032.507430997877,790.4384288747347,7.631849883090494,480.0,0.3821656050955414,0.0,2,2
180,d,a,HH,6009.053078556263,701.8036093418259,8.562300048858038,5800.0,0.3821656050955414,0.0,2,2
181,a,a,BY,5245.937994722955,549.6781002638522,9.54365471756077,12610.0,0.37730870712401055,1.0,0,4
182,d,c,HE,4398.02016985138,346.3874734607219,12.696822220247197,1390.0,0.3821656050955414,1.0,0,0
183,a,a,BY,3884.1675461741424,484.47625329815304,8.01725062834767,9670.0,0.37730870712401055,0.0,0,4
184,d,c,NW,5439.245222929936,491.3312101910828,11.070424817537173,3560.0,0.3821656050955414,0.0,2,2
185,d,c,BE,5967.902335456475,453.77813163481954,13.151586467941954,1860.0,0.3821656050955414,0.0,0,2
186,a,a,BY,3104.9445910290237,312.68997361477574,9.929786219670152,290.0,0.37730870712401055,1.0,0,4
187,a,c,SH,5226.444798301486,645.5997876857749,8.095487170211541,19360.0,0.3821656050955414,0.0,1,1
188,d,a,RP,4124.029723991507,362.4087048832272,11.37949963238417,850.0,0.3821656050955414,1.0,0,0
189,d,a,RP,7246.430997876858,692.2728237791932,10.467594204143095,5760.0,0.3821656050955414,0.0,2,2
190,a,a,BY,5907.321899736147,538.38654353562,10.972268847847447,1470.0,0.37730870712401055,1.0,0,4
191,a,a,BY,5611.898416886544,585.778364116095,9.580241880996352,1100.0,0.37730870712401055,1.0,0,4
192,d,c,BY,7382.568601583113,529.61345646438,13.939541209674003,2770.0,0.37730870712401055,1.0,0,4
193,a,a,BW,4422.825902335457,644.7441613588111,6.859815361513726,520.0,0.3821656050955414,0.0,2,2
194,d,c,BW,3983.5626326963907,344.4946921443737,11.563494949370442,16970.0,0.3821656050955414,1.0,1,1
195,a,c,NW,8852.436305732484,1073.7632696390658,8.244309109873107,220.0,0.3821656050955414,0.0,2,3
196,c,a,TH,4330.334394904458,578.4915074309979,7.485562604254787,3850.0,0.3821656050955414,1.0,0,0
197,c,a,HH,5698.288747346072,701.0063694267516,8.128726065650234,4210.0,0.3821656050955414,0.0,2,2
198,a,a,TH,2407.933121019108,280.9872611464968,8.569545506063697,290.0,0.3821656050955414,1.0,0,0
199,d,c,RP,6578.467091295117,516.5074309978769,12.736442297811118,6360.0,0.3821656050955414,1.0,0,0
200,a,a,NW,6392.054140127389,800.2144373673036,7.987926537738026,1650.0,0.3821656050955414,0.0,2,2
201,d,a,NW,4341.024416135881,367.3503184713376,11.817124411924496,20260.0,0.3821656050955414,1.0,1,1
202,d,c,HE,5029.074309978769,422.3301486199575,11.907921625799641,5140.0,0.3821656050955414,0.0,1,2
203,c,c,ST,5624.456475583864,732.6475583864119,7.676892403724385,490.0,0.3821656050955414,0.0,2,2
204,a,a,BY,4501.90765171504,430.1306068601583,10.466373654685484,5630.0,0.37730870712401055,1.0,0,4
205,a,a,BE,5440.410828025478,731.7218683651805,7.435080271935144,110.0,0.3821656050955414,0.0,2,2
206,a,c,NW,5919.037154989384,661.4925690021231,8.948002490668019,380.0,0.3821656050955414,1.0,0,0
207,a,a,SH,9204.750530785563,1081.9373673036093,8.507655626799846,6870.0,0.3821656050955414,0.0,2,3
208,c,a,BE,2443.791932059448,344.1210191082803,7.101547991436379,300.0,0.3821656050955414,0.0,2,2
209,a,c,SH,5231.872611464968,540.4278131634819,9.68098325813276,11680.0,0.3821656050955414,1.0,0,0
210,d,a,RP,2641.3099787685774,269.80467091295117,9.789711830529281,970.0,0.3821656050955414,1.0,0,0
211,a,c,BE,10631.498938428875,1236.4256900212315,8.598574927900692,350.0,0.3821656050955414,0.0,2,3
212,a,c,SH,3974.644373673036,383.4755838641189,10.364791243349186,15050.0,0.3821656050955414,0.0,1,1
213,d,c,NW,6720.983014861996,539.7314225053078,12.452458268345309,4030.0,0.3821656050955414,1.0,0,0
214,d,a,NW,7713.0966029723995,591.651804670913,13.036547073937445,8650.0,0.3821656050955414,1.0,0,0
215,d,a,BY,5172.399736147757,401.67018469656995,12.877230955180544,150.0,0.37730870712401055,1.0,0,4
216,c,a,NW,5953.267515923567,731.2462845010616,8.14126190054498,190.0,0.3821656050955414,1.0,2,0
217,c,a,HH,3912.416135881104,535.0509554140127,7.31223091238805,3150.0,0.3821656050955414,0.0,2,2
218,a,c,BY,4118.146437994723,571.4511873350923,7.206471049958445,640.0,0.37730870712401055,1.0,0,4
219,a,a,NW,2591.467091295117,336.11464968152865,7.710068852251911,1640.0,0.3821656050955414,0.0,2,2
220,a,a,NW,4041.817409766454,531.0276008492569,7.611313241162029,1000.0,0.3821656050955414,0.0,2,2
221,d,c,SH,4845.351380042463,460.03821656050957,10.532497530898382,13530.0,0.3821656050955414,0.0,1,1
222,a,a,BE,4146.75796178344,467.3736730360934,8.872468007976996,2170.0,0.3821656050955414,0.0,2,2
223,d,c,TH,6004.361995753716,613.2441613588111,9.791144170780854,2920.0,0.3821656050955414,1.0,0,0
224,d,c,BW,5468.487261146497,394.81847133757964,13.850636832213466,7930.0,0.3821656050955414,1.0,0,0
225,d,a,ST,4314.28237791932,461.8333333333333,9.341643546559338,10180.0,0.3821656050955414,0.0,1,2
226,a,a,HE,6016.925690021231,582.8577494692145,10.323146077238585,450.0,0.3821656050955414,0.0,2,2
227,a,a,NW,4894.974522292993,457.5031847133758,10.699323383638692,2370.0,0.3821656050955414,0.0,2,2
228,d,c,NW,6571.170912951167,490.48619957537153,13.397259532765704,10800.0,0.3821656050955414,1.0,0,0
229,d,c,RP,7145.427813163482,607.1995753715499,11.767840596382403,17410.0,0.3821656050955414,1.0,1,1
230,d,c,SH,6293.339702760085,782.5244161358811,8.042355705444571,6680.0,0.3821656050955414,0.0,2,2
231,d,c,BY,3914.3984168865436,323.7203166226913,12.091914581465481,3840.0,0.37730870712401055,1.0,0,4
232,c,c,ST,2742.272823779193,247.06794055201698,11.099266127576932,13570.0,0.3821656050955414,1.0,0,0
233,a,a,HE,7819.1942675159235,855.3407643312102,9.14161301972991,1890.0,0.3821656050955414,0.0,2,2
234,d,a,NW,9018.485138004246,847.4076433121019,10.642440163455925,4370.0,0.3821656050955414,0.0,2,2
235,a,a,HE,4921.003184713376,415.47983014861995,11.844144595305865,5710.0,0.3821656050955414,1.0,0,0
236,a,a,BE,5925.411889596603,719.7388535031847,8.232724773375576,1000.0,0.3821656050955414,0.0,2,2
237,a,a,BE,3775.1772823779193,478.33227176220805,7.892374203542475,1420.0,0.3821656050955414,0.0,2,2
238,a,a,NW,6230.229299363057,895.5838641188959,6.9566118249490305,320.0,0.3821656050955414,1.0,2,0
239,d,c,NW,4193.708067940552,390.3832271762208,10.742541625763783,610.0,0.3821656050955414,0.0,0,2
240,a,a,BE,4004.9214437367305,382.640127388535,10.466548480081677,1110.0,0.3821656050955414,0.0,0,2
241,d,c,NW,5444.091295116773,582.7770700636943,9.34163606423596,780.0,0.3821656050955414,0.0,2,2
242,d,a,HE,3393.5318471337578,303.31847133757964,11.188015791352553,6880.0,0.3821656050955414,1.0,0,0
243,a,a,BY,5813.551451187335,783.6543535620053,7.418514839817512,310.0,0.37730870712401055,1.0,0,4
244,d,a,NW,4359.008492569003,446.843949044586,9.75510242868716,710.0,0.3821656050955414,1.0,0,0
245,a,c,HE,7376.93736730361,846.296178343949,8.716732458533563,1310.0,0.3821656050955414,0.0,2,2
246,c,a,HH,5893.361995753716,780.0881104033971,7.554738903412021,4660.0,0.3821656050955414,0.0,2,2
247,d,c,HE,7101.530785562632,567.067940552017,12.523245060635217,70.0,0.3821656050955414,1.0,0,0
248,a,c,SH,6942.92144373673,925.7123142250531,7.500085433722353,340.0,0.3821656050955414,1.0,2,0
249,d,c,SH,4399.24203821656,447.54140127388536,9.829799043606966,18010.0,0.3821656050955414,0.0,1,1
250,d,a,HE,7022.039278131635,545.488322717622,12.872941519898804,3520.0,0.3821656050955414,1.0,0,0
251,a,c,NW,13796.531847133758,1841.599787685775,7.491601562612585,340.0,0.3821656050955414,0.0,2,3
252,d,c,NW,8740.355626326964,669.5350318471337,13.054366404419204,22330.0,0.3821656050955414,1.0,1,1
